dataset,id,role,category,jp,en,zh,kr
strong,34,,reflection,あなたは誰に感謝を伝えたいですか,Who do you want to thank?,你正在想着谁？,지금 당신은 누구를 떠올리고 있습니까?
strong,35,,reflection,あなたは何を信じていますか,What do you believe?,你现在在思考什么？,지금 당신은 무엇을 생각하고 있습니까?
strong,36,,reflection,あなたの疲れは何を訴えていますか,What is your fatigue trying to tell you?,你现在在思考什么？,지금 당신은 무엇을 생각하고 있습니까?
strong,37,,values,今あなたが守るべき境界線は何ですか,What boundary do you need to protect now?,你现在在思考什么？,지금 당신은 무엇을 생각하고 있습니까?
strong,38,,reflection,あなたの怒りの奥にあるものは何ですか,What lies beneath your anger?,你现在在思考什么？,지금 당신은 무엇을 생각하고 있습니까?
strong,39,,values,あなたの悲しみは何を守っていますか,What is your sadness protecting?,你现在在思考什么？,지금 당신은 무엇을 생각하고 있습니까?
strong,40,,fear,あなたの恐れは何を知らせていますか,What is your fear trying to show you?,你现在在思考什么？,지금 당신은 무엇을 생각하고 있습니까?
strong,41,,reflection,あなたは誰のために頑張りすぎていますか,For whom are you trying too hard?,这个问题对你意味着什么？,이 질문은 당신에게 무엇을 의미합니까?
strong,42,,reflection,あなたの本音は何と言っていますか,What is your honest voice saying?,你现在在思考什么？,지금 당신은 무엇을 생각하고 있습니까?
strong,43,,reflection,今あなたが休むべき理由は何ですか,Why do you need rest right now?,为什么这件事对你重要？,왜 이것이 당신에게 중요합니까?
strong,44,,reflection,あなたが一番避けたい真実は何ですか,What truth do you most want to avoid?,你现在在思考什么？,지금 당신은 무엇을 생각하고 있습니까?
strong,45,,reflection,その人は今も何を残していますか,What does that person still leave within you?,你现在在思考什么？,지금 당신은 무엇을 생각하고 있습니까?
strong,46,,reflection,失った人に今伝えたいことは何ですか,What would you say now to the one you lost?,你现在在思考什么？,지금 당신은 무엇을 생각하고 있습니까?
strong,47,,reflection,その別れは何を変えましたか,What did that farewell change?,你现在在思考什么？,지금 당신은 무엇을 생각하고 있습니까?
strong,48,,reflection,今もあなたと歩いている記憶は何ですか,What memory still walks with you?,你现在在思考什么？,지금 당신은 무엇을 생각하고 있습니까?
strong,49,,reflection,愛は失われたあと何に変わりますか,What does love become after loss?,你现在在思考什么？,지금 당신은 무엇을 생각하고 있습니까?
strong,50,,reflection,今もその人から何を受け取っていますか,What are you still receiving from that person?,你现在在思考什么？,지금 당신은 무엇을 생각하고 있습니까?
strong,51,,reflection,あなたはどんな遺産を残したいですか,What legacy do you want to leave behind?,你现在在思考什么？,지금 당신은 무엇을 생각하고 있습니까?
strong,52,,reflection,死を思うとき何がはっきりしますか,What becomes clear when you think of death?,你现在在思考什么？,지금 당신은 무엇을 생각하고 있습니까?
strong,53,,reflection,今日が最後でも後悔しない選択は何ですか,What choice would you not regret if today were the last day?,你现在在思考什么？,지금 당신은 무엇을 생각하고 있습니까?
strong,54,,reflection,あなたの時間は誰のために使われていますか,For whom is your time being spent?,这个问题对你意味着什么？,이 질문은 당신에게 무엇을 의미합니까?
strong,55,,reflection,あなたが先延ばしにしている大切なことは何ですか,What important thing are you postponing?,你现在在思考什么？,지금 당신은 무엇을 생각하고 있습니까?
strong,56,,reflection,あなたは何を受け入れられていませんか,What have you not yet accepted?,你现在在思考什么？,지금 당신은 무엇을 생각하고 있습니까?
strong,57,,self_awareness,今のあなたに必要な優しさは何ですか,What kind of kindness do you need right now?,你现在在思考什么？,지금 당신은 무엇을 생각하고 있습니까?
strong,58,,reflection,あなたが他人に見せていない顔は何ですか,What face of yours do others not see?,你现在在思考什么？,지금 당신은 무엇을 생각하고 있습니까?
strong,59,,reflection,あなたは何を赦せずにいますか,What have you not forgiven?,你现在在思考什么？,지금 당신은 무엇을 생각하고 있습니까?
strong,60,,reflection,あなたの孤独は何を求めていますか,What is your loneliness asking for?,你现在在思考什么？,지금 당신은 무엇을 생각하고 있습니까?
strong,61,,reflection,今あなたを急がせているものは何ですか,What is rushing you right now?,你现在在思考什么？,지금 당신은 무엇을 생각하고 있습니까?
strong,62,,reflection,いま手を止めたら何が見えますか,What do you see when you stop your hands?,你现在在思考什么？,지금 당신은 무엇을 생각하고 있습니까?
strong,63,,reflection,あなたが本当に休まる場所はどこですか,Where do you truly find rest?,那个地方对你意味着什么？,그곳은 당신에게 어떤 의미입니까?
strong,64,,reflection,あなたの人生の軸は何ですか,What is the axis of your life?,你现在在思考什么？,지금 당신은 무엇을 생각하고 있습니까?
strong,65,,reflection,あなたの心を重くしている一言は何ですか,What one thought is weighing on your heart?,你现在在思考什么？,지금 당신은 무엇을 생각하고 있습니까?
strong,66,,self_awareness,いま抱えている荷物のうち本当に必要なものは何ですか,"Of what you carry now, what is truly necessary?",这个问题对你意味着什么？,이 질문은 당신에게 무엇을 의미합니까?
strong,67,,reflection,あなたは自分にどんな嘘をついていますか,What lie are you telling yourself?,你现在在思考什么？,지금 당신은 무엇을 생각하고 있습니까?
strong,68,,reflection,あなたは何をまだ言葉にしていませんか,What have you not yet put into words?,你现在在思考什么？,지금 당신은 무엇을 생각하고 있습니까?
strong,69,,reflection,今あなたは何を待っていますか,What are you waiting for right now?,你现在在思考什么？,지금 당신은 무엇을 생각하고 있습니까?
strong,70,,fear,あなたが最も恐れる沈黙はどんな沈黙ですか,What silence do you fear the most?,你现在在思考什么？,지금 당신은 무엇을 생각하고 있습니까?
strong,71,,reflection,今あなたを生かしているものは何ですか,What is keeping you alive right now?,你现在在思考什么？,지금 당신은 무엇을 생각하고 있습니까?
strong,72,,reflection,あなたはどこで自分を見失いますか,Where do you lose yourself?,那个地方对你意味着什么？,그곳은 당신에게 어떤 의미입니까?
strong,73,,reflection,あなたはどこで自分を取り戻しますか,Where do you recover yourself?,那个地方对你意味着什么？,그곳은 당신에게 어떤 의미입니까?
strong,74,,self_awareness,今あなたに必要な別れは何ですか,What farewell do you need now?,你现在在思考什么？,지금 당신은 무엇을 생각하고 있습니까?
strong,75,,reflection,あなたは何を始める準備ができていますか,What are you ready to begin?,你现在在思考什么？,지금 당신은 무엇을 생각하고 있습니까?
strong,76,,self_awareness,あなたは何を終える勇気が必要ですか,What do you need courage to end?,你现在在思考什么？,지금 당신은 무엇을 생각하고 있습니까?
strong,77,,reflection,あなたの内側で静かに壊れているものは何ですか,What is quietly breaking inside you?,你现在在思考什么？,지금 당신은 무엇을 생각하고 있습니까?
strong,78,,reflection,あなたの内側で静かに育っているものは何ですか,What is quietly growing inside you?,你现在在思考什么？,지금 당신은 무엇을 생각하고 있습니까?
strong,79,,reflection,今あなたが一番聞きたい言葉は何ですか,What words do you most need to hear right now?,你现在在思考什么？,지금 당신은 무엇을 생각하고 있습니까?
strong,80,,reflection,あなたは自分に何を約束したいですか,What do you want to promise yourself?,你现在在思考什么？,지금 당신은 무엇을 생각하고 있습니까?
strong,81,,reflection,今あなたの胸に残っている痛みは何ですか,What pain still remains in your chest?,你现在在思考什么？,지금 당신은 무엇을 생각하고 있습니까?
strong,82,,reflection,その痛みは何を大切にしていた証ですか,What does that pain prove you cared about?,你现在在思考什么？,지금 당신은 무엇을 생각하고 있습니까?
strong,83,,reflection,あなたは何を悼んでいますか,What are you grieving?,你现在在思考什么？,지금 당신은 무엇을 생각하고 있습니까?
strong,84,,reflection,その悲しみの中にどんな愛がありますか,What love is hidden in that grief?,你现在在思考什么？,지금 당신은 무엇을 생각하고 있습니까?
strong,85,,reflection,今あなたが選ぶべき静けさは何ですか,What quiet do you need to choose now?,你现在在思考什么？,지금 당신은 무엇을 생각하고 있습니까?
strong,86,,reflection,あなたはどこで呼吸を忘れていますか,Where are you forgetting to breathe?,那个地方对你意味着什么？,그곳은 당신에게 어떤 의미입니까?
strong,87,,reflection,あなたの身体は何と言っていますか,What is your body saying?,你现在在思考什么？,지금 당신은 무엇을 생각하고 있습니까?
strong,88,,reflection,あなたは誰と和解したいですか,With whom do you want to reconcile?,这个问题对你意味着什么？,이 질문은 당신에게 무엇을 의미합니까?
strong,89,,reflection,あなたは何をまだ信じていたいですか,What do you still want to believe in?,你现在在思考什么？,지금 당신은 무엇을 생각하고 있습니까?
strong,90,,reflection,あなたは何を学び終えていませんか,What have you not finished learning?,你现在在思考什么？,지금 당신은 무엇을 생각하고 있습니까?
strong,91,,values,あなたは何に守られてきましたか,What has protected you so far?,你现在在思考什么？,지금 당신은 무엇을 생각하고 있습니까?
strong,92,,self_awareness,あなたは何を壊す必要がありますか,What do you need to break?,你现在在思考什么？,지금 당신은 무엇을 생각하고 있습니까?
strong,93,,self_awareness,あなたは何を育てる必要がありますか,What do you need to nurture?,你现在在思考什么？,지금 당신은 무엇을 생각하고 있습니까?
strong,94,,reflection,今あなたにとって十分とは何ですか,What is enough for you right now?,你现在在思考什么？,지금 당신은 무엇을 생각하고 있습니까?
strong,95,,reflection,あなたは何を抱いたまま眠っていますか,What do you go to sleep still holding?,你现在在思考什么？,지금 당신은 무엇을 생각하고 있습니까?
strong,96,,reflection,あなたは何を抱いたまま目覚めますか,What do you wake up still holding?,你现在在思考什么？,지금 당신은 무엇을 생각하고 있습니까?
strong,97,,reflection,あなたの今日の灯は何を照らしますか,What will your lamp illuminate today?,你现在在思考什么？,지금 당신은 무엇을 생각하고 있습니까?
strong,98,,reflection,あなたはこの問いの中で何に気づきましたか,What did you notice inside this question?,你现在在思考什么？,지금 당신은 무엇을 생각하고 있습니까?
strong,99,,reflection,この問いはあなたをどこへ連れていきますか,Where is this question taking you?,那个地方对你意味着什么？,그곳은 당신에게 어떤 의미입니까?
strong,100,,reflection,あなたは今、何を静かに受け入れますか,What will you quietly accept now?,你现在在思考什么？,지금 당신은 무엇을 생각하고 있습니까?
template,1,gen,self_awareness,その問いは『自分をどう見ているか』を映しています。あなたは今、どんな自分を前提にしてこの問いを抱いていますか。もしその前提を外したら、何が残るでしょう。,"This question reflects how you are seeing yourself. What version of yourself are you assuming as you ask it? If that assumption fell away, what would remain?",这个问题映照出你如何看待自己。此刻提出这个问题时，你预设的是怎样的自己？如果那个预设消失了，还会剩下什么？,이 질문은 당신이 자신을 어떻게 보고 있는지를 비춥니다. 지금 이 질문을 붙들고 있는 당신의 전제는 어떤 나인가요? 그 전제가 사라진다면 무엇이 남을까요?
template,2,gen,self_awareness,あなたが理解したいのは、本当の自分ですか。それとも、他者から見える自分ですか。両者を分けて考えると、問いの輪郭はどう変わりますか。,"What are you trying to understand: your true self, or the self visible to others? If you separate those two, how does the shape of the question change?",你想理解的是“真正的自己”，还是“他人眼中的自己”？如果把这两者分开来看，这个问题的轮廓会怎样改变？,"당신이 이해하고 싶은 것은 진짜 자신인가요, 아니면 타인에게 보이는 자신인가요? 둘을 나누어 본다면 질문의 윤곽은 어떻게 달라질까요?"
template,3,gen,self_awareness,『自分らしさ』は固定されたものではなく、状況によって変化します。今のあなたを最も強く形づくっている要素は何でしょう。,Your sense of self is not fixed; it shifts with context. What is the strongest element shaping who you are right now?,“像自己”并不是固定不变的，它会随情境而改变。此刻最强烈塑造你的因素是什么？,‘나다움’은 고정된 것이 아니라 상황에 따라 달라집니다. 지금의 당신을 가장 강하게 빚고 있는 요소는 무엇일까요?
template,4,gen,meaning,その問いは『人生に意味があるべきだ』という前提を含んでいます。もし意味が先にあるのではなく、後から形になるものだとしたら、見え方は変わりますか。,"This question contains the assumption that life should have meaning. If meaning is not something given first, but something shaped afterward, does the view change?",这个问题包含了“人生应该有意义”的前提。如果意义不是一开始就存在，而是在经历中逐渐形成的，视角会改变吗？,"이 질문에는 ‘삶에는 의미가 있어야 한다’는 전제가 담겨 있습니다. 의미가 먼저 주어지는 것이 아니라 나중에 빚어지는 것이라면, 보이는 풍경이 달라질까요?"
template,5,gen,meaning,あなたは『意味』を結果として求めていますか。それとも、今の行為の中に見いだそうとしていますか。どちらに立つかで答えは変わります。,"Are you seeking meaning as a result, or trying to find it within what you are doing now? Where you stand changes the answer.",你是在把“意义”当作结果去追求，还是试着在当下的行动中发现它？站的位置不同，答案也会不同。,"당신은 ‘의미’를 결과로서 찾고 있나요, 아니면 지금의 행위 속에서 발견하려 하나요? 어느 쪽에 서느냐에 따라 답은 달라집니다."
template,6,gen,meaning,人生の意味を問うとき、しばしば『何のために』という形になります。しかし、『何によって』生きているかと問うと、別のものが見えるかもしれません。,"When we ask about life’s meaning, we often ask, 'What for?' But if you ask, 'By what am I living?' something different may appear.",问人生意义时，人们常常会问“为了什么”。但如果换成“我是凭借什么活着”，也许会看到不同的东西。,삶의 의미를 물을 때 우리는 종종 ‘무엇을 위해’라고 묻습니다. 하지만 ‘무엇에 의해 살고 있는가’를 묻는다면 다른 것이 보일 수 있습니다.
template,7,gen,choice,その問いの中心には『選べる自分』がいます。あなたは本当に選択肢を持っていますか。それとも、すでに方向は決まっていて、確認だけを求めていますか。,"At the center of this question is the self who can choose. Do you truly have options, or has the direction already been decided and you are only seeking confirmation?",这个问题的中心，是“能够选择的自己”。你真的拥有选择吗？还是方向其实早已决定，只是在寻求确认？,이 질문의 중심에는 ‘선택할 수 있는 나’가 있습니다. 당신에게 정말 선택지가 있나요? 아니면 이미 방향은 정해져 있고 확인만 바라고 있나요?
template,8,gen,choice,選ばなかった道は、しばしば実際以上に美しく見えます。あなたが今見ているのは、現実の選択肢ですか。それとも想像の可能性ですか。,"The path not taken often appears more beautiful than it really is. Are you looking at a real option now, or an imagined possibility?",没有选择的那条路，常常会比现实更显得美好。你现在看到的是现实中的选项，还是想象中的可能性？,"선택하지 않은 길은 실제보다 더 아름답게 보이곤 합니다. 지금 당신이 보고 있는 것은 현실의 선택지인가요, 아니면 상상 속 가능성인가요?"
template,9,gen,choice,決断の難しさは、何を選ぶかだけでなく、何を失うかにもあります。今のあなたは、何を得たいのですか。そして何を失いたくないのですか。,"The difficulty of decision lies not only in what you choose, but in what you lose. What do you want to gain now, and what do you not want to lose?",做决定之所以困难，不只在于要选什么，也在于会失去什么。此刻你想获得什么？又不想失去什么？,결정의 어려움은 무엇을 고를지뿐 아니라 무엇을 잃을지에도 있습니다. 지금 당신은 무엇을 얻고 싶나요? 그리고 무엇을 잃고 싶지 않나요?
template,10,gen,relationships,その問いは相手の問題に見えて、実際にはあなたの期待の形を映しているかもしれません。あなたはその関係に何を求めていましたか。,"This may look like the other person’s problem, but it may actually reflect the shape of your expectations. What were you seeking in that relationship?",这个问题看似是对方的问题，实际上也许映照的是你的期待形状。你曾在这段关系里寻求什么？,"이 질문은 상대의 문제처럼 보이지만, 실제로는 당신의 기대가 어떤 모양이었는지를 비출 수도 있습니다. 그 관계에서 당신은 무엇을 원했나요?"
template,11,gen,relationships,関係の摩擦は、価値観の違いだけでなく、境界線の曖昧さからも生まれます。今のあなたに必要なのは理解ですか。それとも距離ですか。,"Friction in relationships comes not only from different values, but also from blurred boundaries. What do you need now: understanding, or distance?",关系中的摩擦，不只来自价值观不同，也来自边界模糊。此刻你需要的是理解，还是距离？,"관계의 마찰은 가치관의 차이뿐 아니라 경계의 흐릿함에서도 생깁니다. 지금 당신에게 필요한 것은 이해인가요, 아니면 거리인가요?"
template,12,gen,relationships,人との関係では、『伝えたこと』と『伝わったこと』は同じではありません。あなたは何を言いましたか。そして相手には何が届いたと思いますか。,"In relationships, what you said and what was received are not the same. What did you say, and what do you think actually reached the other person?",在人际关系里，“说出口的话”和“被对方接收到的东西”并不相同。你说了什么？你认为真正传达到对方那里的又是什么？,사람과의 관계에서는 ‘말한 것’과 ‘전달된 것’이 같지 않습니다. 당신은 무엇을 말했나요? 그리고 상대에게는 무엇이 닿았다고 생각하나요?
template,13,gen,fear,その恐れは現実の危険ですか。それとも、まだ起きていない未来の予測ですか。まずそこを区別する必要があります。,"Is that fear a real danger, or a prediction about a future that has not happened yet? That distinction matters first.",那份恐惧是现实中的危险，还是对尚未发生未来的预测？首先需要分清这一点。,"그 두려움은 실제 위험인가요, 아니면 아직 일어나지 않은 미래에 대한 예측인가요? 먼저 그것을 구분할 필요가 있습니다."
template,14,gen,fear,恐れはただの弱さではなく、何かを守る反応でもあります。あなたはその恐れの奥で、何を守ろうとしているのでしょう。,Fear is not only weakness; it is also a protective response. What are you trying to protect beneath it?,恐惧不仅仅是软弱，它也是一种保护反应。在那份恐惧的深处，你正试图守护什么？,두려움은 단순한 약함이 아니라 무언가를 지키려는 반응이기도 합니다. 그 두려움의 밑바닥에서 당신은 무엇을 지키려 하나요?
template,15,gen,fear,『怖い』という感情の中には、失敗、拒絶、喪失など複数の要素が混ざっていることがあります。今感じている恐れを、ひとつに絞るとしたら何ですか。,"The feeling of fear often contains several elements at once—failure, rejection, loss. If you had to narrow your fear down to one thing, what would it be?",“害怕”这种感受里，常常混杂着失败、被拒绝、失去等多种因素。如果要把你此刻的恐惧缩成一个核心，那会是什么？,"‘무섭다’는 감정 안에는 실패, 거절, 상실 같은 여러 요소가 섞여 있을 수 있습니다. 지금 느끼는 두려움을 하나로 좁힌다면 무엇인가요?"
template,16,gen,hope,希望は大きさよりも持続の仕方が重要です。今のあなたに必要なのは、強い光ですか。それとも消えない小さな光ですか。,"With hope, its durability matters more than its size. What do you need now: a strong light, or a small one that does not go out?",对于希望来说，重要的不是它有多大，而是它能否持续。此刻你需要的是强烈的光，还是一束不会熄灭的小光？,"희망은 크기보다 지속되는 방식이 중요합니다. 지금 당신에게 필요한 것은 강한 빛인가요, 아니면 꺼지지 않는 작은 빛인가요?"
template,17,gen,hope,あなたが希望と呼んでいるものは、現実的な見通しですか。それとも、まだ言葉にできない願いですか。区別すると輪郭が見えます。,"What you call hope—Is it a realistic outlook, or a wish you cannot yet put into words? Distinguishing them may sharpen the outline.",你所称为“希望”的东西，是现实可见的前景，还是还说不清楚的愿望？区分它们，也许能让轮廓更清晰。,"당신이 희망이라고 부르는 것은 현실적인 전망인가요, 아니면 아직 말이 되지 않은 바람인가요? 구분해 보면 윤곽이 또렷해질 수 있습니다."
template,18,gen,hope,希望を失ったように感じるときでも、実際には期待の形が変わっているだけの場合があります。今のあなたは、何をもう期待していないのでしょう。,"Even when hope seems lost, sometimes only the form of expectation has changed. What is it that you are no longer expecting now?",即使你感觉自己失去了希望，有时也只是“期待的形状”改变了而已。此刻的你，已经不再期待什么了？,"희망을 잃은 것처럼 느껴질 때에도, 실제로는 기대의 형태만 달라진 경우가 있습니다. 지금의 당신은 무엇을 더는 기대하지 않나요?"
template,19,gen,time,時間の問いは、過去・現在・未来のどこに意識が偏っているかを映します。今のあなたは、どの時間に最も縛られていますか。,"Questions about time reveal whether your awareness leans toward the past, present, or future. Which one holds you most strongly right now?",关于时间的问题，会映照出你的意识更偏向过去、现在还是未来。此刻最束缚你的，是哪一个时间层面？,"시간에 대한 질문은 의식이 과거, 현재, 미래 중 어디로 기울어 있는지를 비춥니다. 지금 당신을 가장 강하게 붙드는 것은 어느 시간인가요?"
template,20,gen,time,『遅い』『もう遅い』という感覚は、客観的事実ではなく比較から生まれることがあります。あなたは何と比べてそう感じていますか。,"The feeling of being 'late' often comes not from objective fact, but from comparison. Compared to what do you feel that way?",“晚了”“已经太迟了”这种感觉，往往并不是客观事实，而是比较出来的。你是在和什么相比，才会这样觉得？,"‘늦었다’, ‘이미 늦었다’는 감각은 객관적 사실보다 비교에서 생겨나는 경우가 많습니다. 당신은 무엇과 비교하며 그렇게 느끼고 있나요?"
template,21,gen,time,時間は量だけでなく、体験の密度でも変わります。今のあなたに足りないのは時間そのものですか。それとも、余白でしょうか。,"Time changes not only by quantity, but by density of experience. What are you lacking now: time itself, or room within it?",时间改变的，不只是数量，也有体验的密度。此刻你真正缺少的是时间本身，还是其中的留白？,"시간은 양뿐 아니라 체험의 밀도에 따라서도 달라집니다. 지금 당신에게 부족한 것은 시간 그 자체인가요, 아니면 그 안의 여백인가요?"
template,22,gen,society,その問いは個人の問題に見えて、実際には構造の問題かもしれません。いま見ている困難は、誰の責任として語られていますか。,"This may appear to be a personal issue, but it may actually be structural. As whose responsibility is this difficulty being described?",这个问题看似是个人问题，实际上也许是结构性问题。你眼前的困难，此刻被叙述成是谁的责任？,"이 질문은 개인의 문제처럼 보이지만, 실제로는 구조의 문제일 수 있습니다. 지금 보고 있는 어려움은 누구의 책임으로 말해지고 있나요?"
template,23,gen,society,社会を語るとき、私たちはしばしば『誰か』を主語にします。しかし、主語を『自分』に戻すと何が見えてきますか。,"When talking about society, we often use 'someone' as the subject. If you return the subject to yourself, what comes into view?",谈论社会时，我们往往会把“某些人”当作主语。但如果把主语重新放回“自己”，会看见什么？,사회를 말할 때 우리는 종종 ‘누군가’를 주어로 삼습니다. 그러나 주어를 ‘나’로 되돌리면 무엇이 보이나요?
template,24,gen,society,公平や不公平の感覚は、事実そのものより基準の違いから生まれることがあります。あなたは何を基準にして、その社会を見ていますか。,The sense of fairness or unfairness often comes less from facts than from differing standards. By what standard are you viewing that society?,公平或不公平的感受，往往并不只来自事实本身，而是来自标准的不同。你是以什么标准在看待那个社会？,공정함과 불공정함의 감각은 사실 그 자체보다 기준의 차이에서 생겨나는 경우가 많습니다. 당신은 어떤 기준으로 그 사회를 보고 있나요?
template,25,gen,freedom,自由とは『制限がないこと』ではなく、『何を引き受けるかを選べること』かもしれません。あなたは何から自由になりたいのですか。,"Freedom may not mean the absence of limits, but the ability to choose what to take on. What is it that you want to be free from?",自由也许并不是“没有限制”，而是“能够选择自己愿意承担什么”。你想从什么之中获得自由？,자유는 ‘제한이 없는 상태’가 아니라 ‘무엇을 감당할지 선택할 수 있는 것’일지도 모릅니다. 당신은 무엇으로부터 자유로워지고 싶나요?
template,26,gen,freedom,自由の問いには、しばしば責任の問いが隠れています。今のあなたは、自由を求めていますか。それとも責任から離れたいのですか。,"Questions about freedom often hide questions about responsibility. Are you seeking freedom now, or trying to step away from responsibility?",关于自由的问题里，常常隐藏着责任的问题。此刻的你是在追求自由，还是想远离责任？,"자유에 대한 질문 속에는 종종 책임에 대한 질문이 숨어 있습니다. 지금 당신은 자유를 바라는 것인가요, 아니면 책임에서 멀어지고 싶은 것인가요?"
template,27,gen,freedom,『選べる』ことと『迷わない』ことは同じではありません。あなたが不自由さを感じるのは、選択肢がないからですか。それとも、選ぶ基準が曖昧だからですか。,"Being able to choose is not the same as being free from doubt. Do you feel constrained because there are no options, or because your criteria for choosing are unclear?",“能够选择”和“不会迷茫”并不是一回事。你感到不自由，是因为没有选项，还是因为判断标准模糊？,"‘선택할 수 있다’는 것과 ‘망설이지 않는다’는 것은 다릅니다. 당신이 답답함을 느끼는 것은 선택지가 없어서인가요, 아니면 고를 기준이 흐려서인가요?"
template,28,gen,existence,その問いは、答えを得るためというより、存在そのものを見つめるための問いです。あなたは今、『ある』ことをどう感じていますか。,This question is less about obtaining an answer than about looking at existence itself. How do you feel the fact of being right now?,这个问题与其说是为了得到答案，不如说是为了凝视“存在”本身。此刻你如何感受“存在着”这件事？,이 질문은 답을 얻기 위한 것이라기보다 존재 그 자체를 바라보기 위한 질문입니다. 지금 당신은 ‘있다’는 것을 어떻게 느끼고 있나요?
template,29,gen,existence,存在を問うとき、私たちは定義を求めがちです。しかし、定義より先に体験があります。今あなたが体験している『生』はどんな質感ですか。,"When asking about existence, we often seek definitions. But experience comes before definition. What texture does the life you are living now have?",在追问存在时，我们往往先去寻找定义。但在定义之前，其实先有体验。此刻你所经历的“活着”是什么样的质地？,존재를 물을 때 우리는 정의를 먼저 찾기 쉽습니다. 그러나 정의보다 앞서는 것은 체험입니다. 지금 당신이 겪고 있는 ‘삶’은 어떤 결을 가지고 있나요?
template,30,gen,existence,『人とは何か』という問いは、同時に『自分をどこまで人間だと思っているか』という問いでもあります。あなたは人間の何を信じていますか。,The question 'What is a human being?' is also a question of how far you believe yourself to be human. What is it in human beings that you trust?,“人是什么”这个问题，同时也是“你把自己看作多大程度上的人”这个问题。你相信人的什么部分？,‘인간이란 무엇인가’라는 질문은 동시에 ‘스스로를 어디까지 인간이라고 믿고 있는가’라는 질문이기도 합니다. 당신은 인간의 무엇을 믿고 있나요?
template,1,wa,self_awareness,その感覚は自然なものかもしれません。,That feeling may be completely natural.,这种感觉也许是很自然的。,그 감정은 자연스러운 것일지도 모릅니다.
template,2,wa,self_awareness,その問いを持つこと自体が大切な一歩かもしれません。,Holding that question may already be an important step.,能够提出这个问题本身就是重要的一步。,그 질문을 품는 것 자체가 중요한 한 걸음일 수 있습니다.
template,3,wa,self_awareness,今感じていることを少し大切にしてみてください。,Perhaps you can gently hold what you are feeling now.,也许可以温柔地接纳现在的感受。,지금 느끼는 감정을 천천히 받아들여 보세요.
template,4,wa,meaning,答えを急がなくても大丈夫です。,There is no need to rush an answer.,不必急着得到答案。,답을 서두르지 않아도 괜찮습니다.
template,5,wa,meaning,その問いにはあなたにとって大切な意味があるのかもしれません。,That question may hold something meaningful for you.,这个问题也许对你有重要的意义。,그 질문에는 당신에게 중요한 의미가 있을지도 모릅니다.
template,6,wa,meaning,少し静かにその問いを眺めてみてもよいかもしれません。,Perhaps you can quietly sit with the question.,也许可以静静地与这个问题待一会儿。,그 질문을 조용히 바라보는 것도 좋을지 모릅니다.
template,7,wa,relationships,誰かを思う気持ちはとても人間らしいものです。,Caring about someone is deeply human.,关心他人是一种非常人性的情感。,누군가를 생각하는 마음은 매우 인간적입니다.
template,8,wa,relationships,その経験もあなたの一部です。,That experience is part of who you are.,那段经历也是你的一部分。,그 경험 또한 당신의 일부입니다.
template,9,wa,relationships,その思いはきっと無意味ではありません。,That feeling is unlikely to be meaningless.,这种感受大概并不是没有意义的。,그 마음은 결코 의미 없는 것이 아닐 것입니다.
template,10,wa,fear,恐れを感じることも自然なことです。,Feeling fear is also natural.,感到恐惧也是很自然的事情。,두려움을 느끼는 것도 자연스러운 일입니다.
template,11,wa,fear,その気持ちは多くの人が感じるものかもしれません。,Many people may feel something similar.,很多人可能也会有类似的感受。,많은 사람들이 비슷한 감정을 느낄 수 있습니다.
template,12,wa,fear,少し深呼吸してその問いを見つめてみましょう。,Take a breath and gently look at the question.,可以深呼吸一下再看看这个问题。,잠시 숨을 고르고 그 질문을 바라보세요.
template,13,wa,hope,希望は小さなところから生まれることもあります。,Hope can begin from very small places.,希望有时会从很小的地方开始。,희망은 아주 작은 곳에서 시작되기도 합니다.
template,14,wa,hope,その問いの中にも光があるかもしれません。,There may be a light inside that question.,这个问题里也许藏着一束光。,그 질문 속에도 작은 빛이 있을지 모릅니다.
template,15,wa,hope,あなたの歩みには意味があるはずです。,Your path may hold its own meaning.,你的道路也许自有其意义。,당신의 걸음에는 분명 의미가 있을 것입니다.
template,16,wa,time,時間が答えを運んでくることもあります。,Sometimes time brings answers.,有时候时间会带来答案。,때로는 시간이 답을 가져다줍니다.
template,17,wa,time,今はただ問いを持つだけでも良いのかもしれません。,Perhaps holding the question is enough for now.,也许现在只需要保留这个问题。,지금은 그 질문을 품는 것만으로도 충분할 수 있습니다.
template,18,wa,time,少し時間をかけて感じてみてください。,Take some time to feel it.,可以慢慢体会这个问题。,천천히 시간을 두고 느껴보세요.
template,19,wa,society,その問いはあなただけのものではないかもしれません。,That question may not belong only to you.,这个问题也许并不只属于你。,그 질문은 당신만의 것이 아닐 수도 있습니다.
template,20,wa,society,多くの人が同じ問いを抱いています。,Many people hold similar questions.,很多人也在思考同样的问题。,많은 사람들이 같은 질문을 품고 있습니다.
template,21,wa,society,その問いは世界ともつながっているかもしれません。,That question may connect with the world.,这个问题也许与世界相连。,그 질문은 세상과도 연결될지 모릅니다.
template,22,wa,freedom,あなたには考える自由があります。,You have the freedom to think.,你拥有思考的自由。,당신에게는 생각할 자유가 있습니다.
template,23,wa,freedom,その問いはあなたの中から生まれました。,That question was born from within you.,这个问题来自你的内心。,그 질문은 당신 안에서 태어났습니다.
template,24,wa,freedom,あなたの答えはあなた自身のものです。,Your answer belongs to you.,你的答案属于你自己。,당신의 답은 당신 자신의 것입니다.
